agent_id,agent_name,month,day,tenure_months,call_type,aht_sec,csat_score,qa_audit_score,resolution_status
AGT-007,Rahul Iyer,March-2026,7,25,INBOUND,174.3,4.6,100.0,Pending
AGT-007,Rahul Iyer,June-2026,24,28,INBOUND,228.6,5.0,98.5,Resolved
AGT-003,Sarah Reddy,April-2026,24,24,Inbound,245.2,5.0,73.9,Resolved
AGT-017,Neha Sharma,March-2026,13,1,Inbound,,4.1,54.2,Escalated
AGT-019,Kavya Gupta,February-2026,14,23,Inbound,214.2,4.3,100.0,Resolved
AGT-015, Arjun Nair ,July-2026,18,14,Inbound,236.9,5.0,72.5,Resolved
AGT-018,Sarah Iyer,March-2026,14,24,Inbound,332.9,,76.2,Resolved
AGT-020,Rahul Sharma,May-2026,3,12,Inbound,224.8,3.9,,Resolved
AGT-005,Rahul Chang,April-2026,9,2,Inbound,269.0,3.1,74.2,Resolved
AGT-014,Priya Iyer,May-2026,23,21,INBOUND,162.6,5.0,95.7,Resolved
AGT-013,Rahul Wilson,March-2026,5,23,Inbound,283.7,3.6,78.7,Escalated
AGT-012,Kavya Jenkins,May-2026,13,19,INBOUND,249.6,4.8,100.0,Unresolved
AGT-001,Arjun Jenkins,June-2026,20,20,Inbound,182.0,5.0,89.4,Escalated
AGT-012,Kavya Jenkins,June-2026,15,20,Inbound,254.0,4.2,97.4,Resolved
AGT-008,Kavya Gupta,April-2026,23,10,Inbound,219.7,3.0,75.5,Unresolved
AGT-003,Sarah Reddy,February-2026,3,22,Inbound,242.6,5.0,100.0,Pending
AGT-005,Rahul Chang,July-2026,2,5,Inbound,279.0,3.7,61.7,Escalated
AGT-015,Arjun Nair,March-2026,5,10,Inbound,265.4,4.4,85.8,Resolved
AGT-002,Arjun Sharma,June-2026,3,23,Inbound,268.1,5.0,100.0,Resolved
AGT-019,Kavya Gupta,May-2026,18,26,Inbound,207.0,5.0,80.8,Resolved
AGT-006,Arjun Nair,June-2026,16,22,Inbound,284.1,4.0,100.0,Resolved
AGT-003,Sarah Reddy,June-2026,5,26,Inbound,280.3,4.6,85.7,Resolved
AGT-016,Ananya Verma,June-2026,18,21,Inbound,226.4,3.9,96.6,Escalated
AGT-019,Kavya Gupta,April-2026,10,25,Inbound,220.9,,99.2,Resolved
AGT-001,Arjun Jenkins,February-2026,2,16,Inbound,256.3,3.3,80.6,Escalated
AGT-004,Priya Nair,June-2026,24,8,Inbound,328.1,5.0,73.2,Resolved
AGT-024,James Reddy,July-2026,16,9,Inbound,282.7,4.5,85.0,Resolved
AGT-010, James Iyer ,April-2026,23,8,Inbound,276.7,4.5,68.8,Resolved
AGT-021,Ananya Gupta,July-2026,26,14,Inbound,275.7,4.7,91.4,Resolved
AGT-001,Arjun Jenkins,February-2026,24,16,Inbound,207.2,5.0,98.8,Resolved
AGT-005,Rahul Chang,February-2026,6,0,Inbound,328.1,3.3,70.7,Pending
AGT-003,Sarah Reddy,June-2026,25,26,Inbound,246.4,4.7,,Escalated
AGT-018,Sarah Iyer,July-2026,8,28,Inbound,239.5,3.9,85.0,Resolved
AGT-006,Arjun Nair,July-2026,24,23,Inbound,270.7,5.0,90.0,Resolved
AGT-023,Michael Wilson,April-2026,17,19,Inbound,258.5,4.3,92.5,Pending
AGT-004,Priya Nair,March-2026,11,5,Inbound,267.4,4.4,63.8,Resolved
AGT-024,James Reddy,May-2026,10,7,Inbound,246.0,4.5,74.6,Unresolved
AGT-023,Michael Wilson,February-2026,22,17,Inbound,246.8,5.0,100.0,Resolved
AGT-017,Neha Sharma,March-2026,16,1,Inbound,,2.8,55.6,Resolved
AGT-006,Arjun Nair,March-2026,14,19,Inbound,296.1,,95.7,Resolved
AGT-002,Arjun Sharma,February-2026,17,19,INBOUND,,5.0,94.6,Resolved
AGT-023,Michael Wilson,April-2026,19,19,Inbound,227.0,4.0,95.0,Resolved
AGT-018,Sarah Iyer,June-2026,21,27,Inbound,265.1,5.0,100.0,Unresolved
AGT-014, Priya Iyer ,July-2026,25,23,Inbound,236.7,4.2,90.7,Resolved
AGT-006,Arjun Nair,June-2026,13,22,Inbound,206.3,4.2,93.5,Escalated
AGT-001,Arjun Jenkins,July-2026,9,21,Inbound,216.4,3.5,89.8,Resolved
AGT-017,Neha Sharma,May-2026,11,3,Inbound,401.8,2.9,75.5,Resolved
AGT-021,Ananya Gupta,February-2026,19,9,Inbound,292.1,3.4,89.2,Resolved
AGT-016,Ananya Verma,July-2026,2,22,INBOUND,284.0,5.0,92.0,Resolved
AGT-023,Michael Wilson,March-2026,20,18,Inbound,207.7,4.8,92.1,Resolved
AGT-002,Arjun Sharma,June-2026,17,23,Inbound,302.1,4.8,100.0,Resolved
AGT-001,Arjun Jenkins,February-2026,4,16,Inbound,246.0,4.8,90.2,Resolved
AGT-015,Arjun Nair,April-2026,24,11,Inbound,264.0,4.2,90.9,Escalated
AGT-005,Rahul Chang,June-2026,24,4,Inbound,261.4,2.6,60.9,Unresolved
AGT-005,Rahul Chang,June-2026,21,4,Inbound,230.8,4.1,56.7,Pending
AGT-025,Arjun Reddy,February-2026,21,22,Inbound,193.3,5.0,100.0,Resolved
AGT-011,David Chang,February-2026,1,9,Inbound,247.7,3.0,74.2,Unresolved
AGT-005,Rahul Chang,June-2026,14,4,Inbound,343.0,4.0,82.9,Unresolved
AGT-018,Sarah Iyer,July-2026,9,28,INBOUND,158.7,5.0,82.1,Resolved
AGT-007,Rahul Iyer,June-2026,22,28,Inbound,191.8,4.1,100.0,Resolved
AGT-013,Rahul Wilson,May-2026,1,25,Inbound,258.1,5.0,94.0,Resolved
AGT-011, David Chang ,July-2026,2,14,Inbound,,5.0,84.5,Resolved
AGT-023,Michael Wilson,April-2026,7,19,Inbound,241.9,4.8,100.0,Resolved
AGT-004,Priya Nair,March-2026,24,5,Inbound,319.8,,75.4,Unresolved
AGT-002,Arjun Sharma,June-2026,9,23,Inbound,258.9,4.7,96.1,Resolved
AGT-025,Arjun Reddy,March-2026,19,23,Inbound,319.2,5.0,86.4,Resolved
AGT-005,Rahul Chang,May-2026,8,3,Inbound,292.5,3.4,83.6,Resolved
AGT-003,Sarah Reddy,July-2026,5,27,Inbound,275.0,4.6,77.1,Resolved
AGT-002,Arjun Sharma,May-2026,21,22,Inbound,262.5,5.0,94.4,Resolved
AGT-009,Arjun Sharma,June-2026,23,6,Inbound,277.7,2.9,68.7,Pending
AGT-025,Arjun Reddy,July-2026,24,27,Inbound,299.8,5.0,100.0,Escalated
AGT-013,Rahul Wilson,February-2026,8,22,Inbound,265.7,4.1,100.0,Resolved
AGT-018,Sarah Iyer,July-2026,16,28,Inbound,296.0,5.0,84.5,Resolved
AGT-007,Rahul Iyer,May-2026,11,27,Inbound,315.9,5.0,92.0,Resolved
AGT-015,Arjun Nair,July-2026,17,14,Inbound,270.1,4.5,100.0,Resolved
AGT-007,Rahul Iyer,June-2026,4,28,Inbound,252.7,5.0,89.1,Resolved
AGT-012, Kavya Jenkins ,February-2026,9,16,Inbound,258.5,4.6,88.1,Unresolved
AGT-014,Priya Iyer,May-2026,25,21,Inbound,335.3,5.0,100.0,Resolved
AGT-008,Kavya Gupta,April-2026,20,10,Inbound,284.6,3.7,,Pending
AGT-005,Rahul Chang,March-2026,16,1,Inbound,270.2,,78.2,Resolved
AGT-001,Arjun Jenkins,April-2026,7,18,Inbound,216.7,5.0,90.1,Resolved
AGT-017,Neha Sharma,June-2026,25,4,INBOUND,,3.5,63.9,Unresolved
AGT-009,Arjun Sharma,May-2026,8,5,Inbound,249.0,3.3,78.3,Escalated
AGT-007,Rahul Iyer,March-2026,24,25,Inbound,301.5,5.0,88.4,Resolved
AGT-024,James Reddy,July-2026,3,9,Inbound,339.1,2.5,79.6,Unresolved
AGT-006,Arjun Nair,March-2026,8,19,Inbound,248.5,4.5,82.5,Resolved
AGT-021,Ananya Gupta,June-2026,20,13,Inbound,264.4,3.9,74.1,Resolved
AGT-005,Rahul Chang,April-2026,10,2,Inbound,348.8,3.3,58.5,Unresolved
AGT-010,James Iyer,June-2026,21,10,Inbound,246.9,3.5,84.0,Resolved
AGT-022,Michael Iyer,June-2026,14,23,Inbound,265.8,5.0,100.0,Unresolved
AGT-004,Priya Nair,May-2026,18,7,Inbound,322.6,4.3,77.7,Resolved
AGT-012,Kavya Jenkins,March-2026,14,17,Inbound,278.3,5.0,94.6,Resolved
AGT-004,Priya Nair,May-2026,22,7,Inbound,,3.6,63.5,Resolved
AGT-024, James Reddy ,February-2026,1,4,Inbound,334.9,2.7,50.0,Pending
AGT-017,Neha Sharma,April-2026,9,2,Inbound,355.5,3.9,83.0,Resolved
AGT-015,Arjun Nair,February-2026,1,9,Inbound,312.2,4.8,,Escalated
AGT-014,Priya Iyer,July-2026,5,23,Inbound,251.0,5.0,94.7,Resolved
AGT-022,Michael Iyer,February-2026,4,19,Inbound,189.0,5.0,93.7,Resolved
AGT-011,David Chang,July-2026,22,14,Inbound,250.0,4.0,96.2,Pending
AGT-023,Michael Wilson,February-2026,4,17,INBOUND,256.9,4.6,90.3,Pending
AGT-021,Ananya Gupta,February-2026,25,9,Inbound,309.4,4.2,81.5,Resolved
AGT-009,Arjun Sharma,February-2026,18,2,Inbound,365.7,2.1,62.9,Resolved
AGT-019,Kavya Gupta,May-2026,8,26,Inbound,220.8,4.7,94.6,Resolved
AGT-006,Arjun Nair,June-2026,25,22,Inbound,287.3,,100.0,Resolved
AGT-016,Ananya Verma,February-2026,7,17,Inbound,160.2,5.0,89.9,Resolved
AGT-024,James Reddy,July-2026,20,9,Inbound,252.3,4.3,77.9,Resolved
AGT-006,Arjun Nair,March-2026,22,19,Inbound,285.2,3.4,100.0,Resolved
AGT-019,Kavya Gupta,March-2026,17,24,INBOUND,244.6,4.4,100.0,Resolved
AGT-025,Arjun Reddy,May-2026,14,25,Inbound,288.0,5.0,99.1,Resolved
AGT-016,Ananya Verma,May-2026,18,20,Inbound,329.3,5.0,98.8,Resolved
AGT-010,James Iyer,April-2026,20,8,Inbound,286.0,3.7,91.1,Pending
AGT-003,Sarah Reddy,June-2026,11,26,Inbound,262.0,4.8,89.6,Resolved
AGT-025,Arjun Reddy,March-2026,18,23,Inbound,203.6,4.8,89.7,Escalated
AGT-005,Rahul Chang,June-2026,1,4,Inbound,366.6,3.0,64.6,Resolved
AGT-003,Sarah Reddy,April-2026,15,24,Inbound,273.1,5.0,100.0,Pending
AGT-017,Neha Sharma,March-2026,1,1,Inbound,317.3,3.2,71.6,Pending
AGT-014,Priya Iyer,February-2026,24,18,Inbound,234.9,4.5,94.8,Escalated
AGT-021,Ananya Gupta,March-2026,2,10,Inbound,257.5,4.1,74.3,Resolved
AGT-014,Priya Iyer,May-2026,22,21,Inbound,292.9,5.0,88.4,Escalated
AGT-015,Arjun Nair,July-2026,13,14,Inbound,310.0,4.4,97.9,Resolved
AGT-007,Rahul Iyer,April-2026,14,26,Inbound,253.8,3.5,98.3,Escalated
AGT-012,Kavya Jenkins,March-2026,21,17,Inbound,268.6,5.0,89.2,Resolved
AGT-003,Sarah Reddy,April-2026,9,24,Inbound,295.0,3.5,81.5,Resolved
AGT-005,Rahul Chang,July-2026,22,5,Inbound,246.4,3.8,81.7,Escalated
AGT-012,Kavya Jenkins,July-2026,11,21,Inbound,285.4,4.6,100.0,Resolved
AGT-024,James Reddy,February-2026,7,4,Inbound,330.0,4.0,69.4,Unresolved
AGT-011,David Chang,April-2026,10,11,Inbound,310.9,4.0,81.7,Resolved
AGT-007,Rahul Iyer,July-2026,1,29,Inbound,232.6,4.8,93.1,Resolved
AGT-018,Sarah Iyer,June-2026,11,27,Inbound,274.1,5.0,95.9,Resolved
AGT-003,Sarah Reddy,June-2026,6,26,Inbound,292.7,5.0,96.1,Resolved
AGT-012,Kavya Jenkins,March-2026,26,17,Inbound,213.9,4.1,85.8,Resolved
AGT-025,Arjun Reddy,March-2026,9,23,Inbound,238.1,4.3,84.8,Resolved
AGT-020,Rahul Sharma,June-2026,9,13,Inbound,266.1,4.1,90.8,Resolved
AGT-017,Neha Sharma,March-2026,20,1,Inbound,275.7,3.2,63.3,Pending
AGT-001,Arjun Jenkins,May-2026,12,19,Inbound,222.3,4.7,88.4,Pending
AGT-006,Arjun Nair,June-2026,22,22,INBOUND,226.1,5.0,85.7,Resolved
AGT-009,Arjun Sharma,February-2026,19,2,Inbound,303.8,3.1,63.2,Pending
AGT-021,Ananya Gupta,May-2026,15,12,Inbound,315.8,3.5,92.5,Pending
AGT-021,Ananya Gupta,May-2026,1,12,INBOUND,197.5,4.0,74.0,Pending
AGT-019,Kavya Gupta,July-2026,3,28,Inbound,264.9,5.0,100.0,Escalated
AGT-002,Arjun Sharma,July-2026,14,24,Inbound,215.8,4.6,95.1,Resolved
AGT-003,Sarah Reddy,March-2026,18,23,Inbound,253.3,5.0,96.4,Escalated
AGT-002,Arjun Sharma,June-2026,8,23,Inbound,248.7,4.3,99.8,Escalated
AGT-019,Kavya Gupta,April-2026,17,25,Inbound,234.1,5.0,86.7,Resolved
AGT-003,Sarah Reddy,May-2026,9,25,Inbound,255.8,5.0,100.0,Resolved
AGT-015,Arjun Nair,April-2026,11,11,Inbound,369.1,3.3,100.0,Resolved
AGT-013,Rahul Wilson,July-2026,22,27,Inbound,227.3,3.1,96.4,Resolved
AGT-006,Arjun Nair,March-2026,25,19,Inbound,242.0,4.6,100.0,Unresolved
AGT-007,Rahul Iyer,April-2026,25,26,Inbound,213.5,4.6,100.0,Escalated
AGT-004,Priya Nair,April-2026,24,6,Inbound,379.3,3.7,66.4,Resolved
AGT-014, Priya Iyer ,June-2026,17,22,Inbound,198.2,4.9,85.6,Resolved
AGT-005,Rahul Chang,July-2026,3,5,Inbound,244.8,2.8,72.0,Resolved
AGT-003,Sarah Reddy,March-2026,9,23,Inbound,255.4,4.3,100.0,Resolved
AGT-010,James Iyer,June-2026,16,10,Inbound,180.8,3.2,87.6,Escalated
AGT-004,Priya Nair,July-2026,2,9,Inbound,282.8,3.5,76.1,Escalated
AGT-014,Priya Iyer,March-2026,2,19,Inbound,216.0,3.4,100.0,Resolved
AGT-017,Neha Sharma,July-2026,17,5,Inbound,291.8,3.8,69.4,Escalated
AGT-018,Sarah Iyer,February-2026,4,23,Inbound,,4.7,93.7,Resolved
AGT-008,Kavya Gupta,July-2026,20,13,Inbound,335.8,4.9,86.5,Resolved
AGT-008,Kavya Gupta,February-2026,15,8,Inbound,314.1,3.2,72.7,Escalated
AGT-003,Sarah Reddy,July-2026,26,27,Inbound,346.3,4.3,90.5,Resolved
AGT-022,Michael Iyer,May-2026,6,22,Inbound,255.6,4.3,86.3,Resolved
AGT-022,Michael Iyer,April-2026,1,21,Inbound,261.4,4.4,96.3,Resolved
AGT-023,Michael Wilson,March-2026,15,18,Inbound,243.0,5.0,96.0,Resolved
AGT-018,Sarah Iyer,March-2026,1,24,Inbound,251.0,5.0,87.4,Resolved
AGT-017,Neha Sharma,May-2026,14,3,Inbound,333.5,3.9,68.7,Escalated
AGT-015,Arjun Nair,June-2026,2,13,Inbound,292.6,3.6,74.3,Resolved
AGT-008,Kavya Gupta,March-2026,22,9,Inbound,298.6,4.0,91.1,Resolved
AGT-016,Ananya Verma,April-2026,10,19,Inbound,218.6,5.0,89.4,Resolved
AGT-006,Arjun Nair,March-2026,15,19,Inbound,271.7,4.5,84.0,Resolved
AGT-017,Neha Sharma,June-2026,18,4,Inbound,300.0,3.8,72.6,Resolved
AGT-007,Rahul Iyer,April-2026,12,26,Inbound,218.0,4.5,80.9,Resolved
AGT-009,Arjun Sharma,July-2026,14,7,Inbound,282.8,3.6,84.8,Pending
AGT-001,Arjun Jenkins,June-2026,9,20,Inbound,218.7,3.5,,Unresolved
AGT-008,Kavya Gupta,June-2026,6,12,Inbound,275.0,4.0,81.9,Resolved
AGT-001,Arjun Jenkins,February-2026,16,16,Inbound,207.5,4.3,77.3,Resolved
AGT-024,James Reddy,March-2026,12,5,Inbound,348.5,3.4,61.3,Pending
AGT-006,Arjun Nair,April-2026,1,20,Inbound,249.4,4.4,100.0,Resolved
AGT-023,Michael Wilson,June-2026,17,21,Inbound,292.2,5.0,100.0,Unresolved
AGT-024,James Reddy,June-2026,21,8,Inbound,292.5,3.2,80.7,Resolved
AGT-010,James Iyer,April-2026,3,8,Inbound,345.3,3.5,68.1,Escalated
AGT-014,Priya Iyer,July-2026,4,23,Inbound,,4.4,97.4,Resolved
AGT-024, James Reddy ,April-2026,9,6,Inbound,262.6,2.4,82.6,Unresolved
AGT-008,Kavya Gupta,June-2026,9,12,Inbound,259.1,5.0,94.3,Resolved
AGT-023,Michael Wilson,February-2026,14,17,Inbound,246.9,5.0,86.0,Resolved
AGT-010,James Iyer,March-2026,4,7,Inbound,285.0,3.4,87.2,Resolved
AGT-003,Sarah Reddy,April-2026,16,24,Inbound,245.9,4.7,83.6,Resolved
AGT-010,James Iyer,June-2026,18,10,Inbound,230.6,3.2,79.8,Resolved
AGT-023,Michael Wilson,February-2026,20,17,Inbound,297.6,3.6,87.2,Resolved
AGT-009,Arjun Sharma,May-2026,21,5,Inbound,329.1,3.4,78.3,Resolved
AGT-023,Michael Wilson,April-2026,23,19,Inbound,295.2,5.0,100.0,Resolved
AGT-007,Rahul Iyer,April-2026,6,26,Inbound,284.1,3.6,83.6,Resolved
AGT-023,Michael Wilson,May-2026,24,20,Inbound,268.9,4.6,94.6,Resolved
AGT-006,Arjun Nair,June-2026,26,22,Inbound,225.6,5.0,80.3,Resolved
AGT-016,Ananya Verma,February-2026,24,17,INBOUND,345.3,5.0,96.5,Resolved
AGT-016,Ananya Verma,March-2026,1,18,Inbound,252.6,5.0,81.0,Resolved
AGT-014,Priya Iyer,March-2026,14,19,Inbound,245.1,4.0,100.0,Resolved
AGT-008,Kavya Gupta,April-2026,1,10,Inbound,282.5,2.8,73.3,Resolved
AGT-024,James Reddy,April-2026,15,6,Inbound,280.8,4.8,69.4,Escalated
AGT-025,Arjun Reddy,June-2026,13,26,Inbound,225.7,4.3,91.4,Escalated
AGT-007,Rahul Iyer,March-2026,1,25,Inbound,230.2,3.8,100.0,Resolved
AGT-011,David Chang,April-2026,4,11,Inbound,304.3,2.8,81.0,Resolved
AGT-001,Arjun Jenkins,March-2026,21,17,Inbound,208.1,4.8,100.0,Resolved
AGT-014,Priya Iyer,March-2026,3,19,Inbound,273.6,4.8,98.1,Resolved
AGT-005,Rahul Chang,April-2026,15,2,Inbound,253.5,2.6,83.8,Resolved
AGT-014,Priya Iyer,May-2026,13,21,Inbound,248.1,4.1,92.3,Resolved
AGT-015,Arjun Nair,May-2026,16,12,Inbound,225.7,4.7,91.2,Resolved
AGT-019,Kavya Gupta,July-2026,14,28,Inbound,230.9,5.0,84.3,Resolved
AGT-011,David Chang,June-2026,7,13,Inbound,318.3,5.0,81.4,Resolved
AGT-002,Arjun Sharma,June-2026,11,23,Inbound,224.1,4.2,,Resolved
AGT-006, Arjun Nair ,February-2026,7,18,Inbound,178.3,4.5,,Resolved
AGT-007,Rahul Iyer,April-2026,13,26,Inbound,183.0,4.8,90.4,Resolved
AGT-013,Rahul Wilson,May-2026,18,25,Inbound,266.5,5.0,97.0,Resolved
AGT-001,Arjun Jenkins,May-2026,22,19,Inbound,238.3,5.0,96.2,Resolved
AGT-010,James Iyer,February-2026,25,6,Inbound,237.4,3.7,80.5,Unresolved
AGT-015,Arjun Nair,June-2026,24,13,Inbound,264.4,4.0,91.1,Resolved
AGT-012,Kavya Jenkins,July-2026,14,21,Inbound,296.6,4.8,90.9,Escalated
AGT-015,Arjun Nair,July-2026,6,14,Inbound,314.7,4.4,89.8,Unresolved
AGT-005,Rahul Chang,June-2026,11,4,Inbound,224.2,3.4,71.0,Resolved
AGT-006,Arjun Nair,May-2026,9,21,Inbound,181.4,4.7,90.9,Resolved
AGT-017,Neha Sharma,April-2026,15,2,Inbound,313.9,4.6,74.6,Escalated
AGT-009,Arjun Sharma,May-2026,20,5,Inbound,412.5,2.7,66.5,Pending
AGT-018,Sarah Iyer,April-2026,18,25,Inbound,240.5,4.7,98.4,Resolved
AGT-010,James Iyer,February-2026,17,6,Inbound,315.2,3.2,89.9,Resolved
AGT-021,Ananya Gupta,March-2026,26,10,Inbound,353.1,3.1,80.5,Pending
AGT-006,Arjun Nair,May-2026,15,21,Inbound,204.0,5.0,98.5,Resolved
AGT-011,David Chang,May-2026,15,12,Inbound,261.2,4.1,89.4,Resolved
AGT-018,Sarah Iyer,February-2026,8,23,Inbound,250.1,4.8,99.5,Resolved
AGT-014,Priya Iyer,July-2026,23,23,Inbound,281.5,3.9,100.0,Resolved
AGT-013,Rahul Wilson,July-2026,6,27,Inbound,275.6,5.0,84.8,Unresolved
AGT-023,Michael Wilson,June-2026,9,21,INBOUND,258.9,4.3,95.3,Resolved
AGT-017,Neha Sharma,March-2026,26,1,Inbound,309.4,3.1,71.0,Unresolved
AGT-016, Ananya Verma ,May-2026,4,20,Inbound,178.2,4.4,100.0,Resolved
AGT-016,Ananya Verma,June-2026,14,21,Inbound,266.1,5.0,67.7,Resolved
AGT-025,Arjun Reddy,May-2026,22,25,Inbound,226.2,4.6,91.2,Resolved
AGT-022,Michael Iyer,June-2026,11,23,Inbound,234.2,4.7,100.0,Resolved
AGT-001,Arjun Jenkins,April-2026,12,18,Inbound,147.5,,81.2,Resolved
AGT-023,Michael Wilson,April-2026,15,19,Inbound,274.8,4.3,91.0,Resolved
AGT-021,Ananya Gupta,February-2026,20,9,Inbound,319.8,3.7,82.0,Pending
AGT-021,Ananya Gupta,March-2026,5,10,Inbound,275.8,3.3,89.0,Unresolved
AGT-012,Kavya Jenkins,February-2026,14,16,Inbound,275.2,5.0,92.2,Unresolved
AGT-011,David Chang,July-2026,14,14,Inbound,241.2,4.6,92.8,Resolved
AGT-001,Arjun Jenkins,May-2026,16,19,Inbound,274.8,5.0,100.0,Resolved
AGT-005,Rahul Chang,March-2026,14,1,Inbound,274.9,3.8,51.2,Unresolved
AGT-002,Arjun Sharma,April-2026,16,21,Inbound,172.0,4.5,90.5,Resolved
AGT-016,Ananya Verma,February-2026,5,17,Inbound,260.7,4.5,80.8,Resolved
AGT-013,Rahul Wilson,June-2026,26,26,Inbound,213.1,5.0,100.0,Resolved
AGT-016,Ananya Verma,May-2026,22,20,Inbound,249.0,3.7,100.0,Resolved
AGT-022,Michael Iyer,June-2026,9,23,Inbound,278.6,5.0,79.3,Pending
AGT-017,Neha Sharma,February-2026,8,0,Inbound,321.8,3.5,55.4,Escalated
AGT-025,Arjun Reddy,February-2026,7,22,Inbound,219.7,5.0,100.0,Resolved
AGT-016,Ananya Verma,May-2026,24,20,Inbound,282.7,4.4,91.5,Resolved
AGT-006,Arjun Nair,March-2026,24,19,Inbound,221.8,5.0,98.4,Resolved
AGT-018,Sarah Iyer,March-2026,8,24,Inbound,,3.2,100.0,Resolved
AGT-002,Arjun Sharma,May-2026,9,22,Inbound,269.4,5.0,97.8,Pending
AGT-004,Priya Nair,February-2026,6,4,Inbound,304.0,4.9,80.8,Resolved
AGT-018,Sarah Iyer,May-2026,13,26,Inbound,291.5,3.5,97.3,Resolved
AGT-024,James Reddy,July-2026,6,9,Inbound,271.1,4.1,73.2,Resolved
AGT-018,Sarah Iyer,July-2026,20,28,Inbound,247.8,5.0,88.3,Escalated
AGT-002,Arjun Sharma,July-2026,2,24,Inbound,238.2,5.0,98.3,Resolved
AGT-013,Rahul Wilson,February-2026,16,22,Inbound,225.4,4.5,94.8,Resolved
AGT-007,Rahul Iyer,February-2026,17,24,Inbound,178.3,4.7,90.2,Resolved
AGT-019,Kavya Gupta,July-2026,8,28,Inbound,192.3,5.0,88.3,Resolved
AGT-017,Neha Sharma,July-2026,19,5,Inbound,358.0,3.9,69.4,Resolved
AGT-007,Rahul Iyer,July-2026,13,29,Inbound,240.8,5.0,100.0,Resolved
AGT-018,Sarah Iyer,June-2026,6,27,Inbound,230.0,5.0,100.0,Resolved
AGT-014,Priya Iyer,June-2026,10,22,Inbound,242.6,4.4,100.0,Resolved
AGT-010, James Iyer ,April-2026,7,8,Inbound,252.6,3.7,81.1,Resolved
AGT-016,Ananya Verma,February-2026,13,17,Inbound,209.6,3.8,92.8,Resolved
AGT-010,James Iyer,May-2026,17,9,Inbound,307.1,4.9,79.3,Resolved
AGT-004,Priya Nair,April-2026,5,6,Inbound,265.3,4.2,62.0,Resolved
AGT-024,James Reddy,June-2026,22,8,Inbound,301.6,3.0,71.8,Resolved
AGT-002,Arjun Sharma,May-2026,23,22,Inbound,252.6,5.0,98.2,Resolved
AGT-024,James Reddy,May-2026,8,7,Inbound,266.6,3.9,76.8,Escalated
AGT-022,Michael Iyer,February-2026,1,19,Inbound,237.5,4.9,93.1,Unresolved
AGT-017,Neha Sharma,February-2026,14,0,Inbound,274.8,3.5,52.8,Unresolved
AGT-009,Arjun Sharma,July-2026,18,7,Inbound,319.9,3.5,81.6,Resolved
AGT-016,Ananya Verma,April-2026,4,19,Inbound,294.9,4.4,93.1,Pending
AGT-002,Arjun Sharma,June-2026,23,23,Inbound,187.6,5.0,99.9,Pending
AGT-002,Arjun Sharma,June-2026,10,23,Inbound,251.9,4.0,100.0,Resolved
AGT-020,Rahul Sharma,March-2026,17,10,INBOUND,,4.1,87.9,Resolved
AGT-022,Michael Iyer,July-2026,15,24,Inbound,224.7,4.7,83.2,Resolved
AGT-003,Sarah Reddy,March-2026,13,23,Inbound,286.4,4.6,99.0,Unresolved
AGT-025,Arjun Reddy,February-2026,19,22,Inbound,289.3,5.0,88.2,Resolved
AGT-022,Michael Iyer,February-2026,25,19,Inbound,299.1,3.5,89.6,Resolved
AGT-012,Kavya Jenkins,July-2026,25,21,Inbound,201.2,5.0,78.9,Resolved
AGT-023,Michael Wilson,May-2026,14,20,Inbound,233.1,3.8,97.1,Resolved
AGT-012,Kavya Jenkins,July-2026,16,21,Inbound,293.5,5.0,100.0,Escalated
AGT-023,Michael Wilson,March-2026,2,18,Inbound,285.0,4.4,100.0,Resolved
AGT-012,Kavya Jenkins,April-2026,20,18,Inbound,235.5,5.0,92.8,Resolved
AGT-009,Arjun Sharma,February-2026,10,2,Inbound,287.1,1.7,76.7,Pending
AGT-015,Arjun Nair,March-2026,12,10,Inbound,247.9,4.3,85.4,Resolved
AGT-016,Ananya Verma,April-2026,15,19,Inbound,289.4,4.4,99.0,Resolved
AGT-016,Ananya Verma,July-2026,25,22,Inbound,224.0,4.9,86.1,Pending
AGT-021,Ananya Gupta,May-2026,14,12,Inbound,281.2,4.4,98.6,Resolved
AGT-020,Rahul Sharma,May-2026,11,12,Inbound,317.9,4.0,89.7,Unresolved
AGT-025,Arjun Reddy,February-2026,23,22,Inbound,221.4,5.0,78.2,Resolved
AGT-010,James Iyer,June-2026,4,10,Inbound,299.7,4.2,75.3,Escalated
AGT-014,Priya Iyer,April-2026,4,20,Inbound,209.0,3.3,98.6,Resolved
AGT-003,Sarah Reddy,February-2026,13,22,INBOUND,255.6,3.2,84.7,Resolved
AGT-021,Ananya Gupta,June-2026,1,13,Inbound,227.9,5.0,96.7,Resolved
AGT-025,Arjun Reddy,February-2026,1,22,Inbound,235.7,3.9,81.7,Resolved
AGT-009,Arjun Sharma,July-2026,12,7,Inbound,286.6,4.5,76.6,Resolved
AGT-023,Michael Wilson,July-2026,19,22,Inbound,299.7,5.0,92.9,Resolved
AGT-019,Kavya Gupta,March-2026,16,24,Inbound,226.2,5.0,100.0,Resolved
AGT-012,Kavya Jenkins,July-2026,7,21,Inbound,259.0,4.2,96.3,Resolved
AGT-005,Rahul Chang,February-2026,26,0,INBOUND,302.1,3.2,55.0,Escalated
AGT-022,Michael Iyer,May-2026,22,22,Inbound,252.7,5.0,99.6,Unresolved
